ID,File_name,Report_ID,Site,Prefecture,remains,type,rim_diameter,hight,Reference,Target,Traces_of_processing,Phase,inside,outside
2243,TYe143,143,新庄城跡,Toyama,1SD200/2SD02,TI,10.7,1.7,NA,TRUE,不明・不明瞭,SJ_4期,NA,NA
2244,TYe152,152,新庄城跡,Toyama,1SK148/2SK37,TJ,9,1.9,NA,TRUE,不明・不明瞭,SJ_4期,NA,NA
2245,TYf005,5,小出城跡,Toyama,新期SD01,TI,9,1.9,NA,TRUE,不明・不明瞭,KD_新期,NA,NA
2246,TYf009,9,小出城跡,Toyama,新期SD01,TI,8.7,2.2,NA,TRUE,不明・不明瞭,KD_新期,NA,NA
2247,TYf011,11,小出城跡,Toyama,新期SD01,TI,7.8,1.5,NA,TRUE,不明・不明瞭,KD_新期,NA,NA
2248,TYf014,14,小出城跡,Toyama,新期SD01,TJ,10.9,2.4,NA,TRUE,不明・不明瞭,KD_新期,NA,NA
2249,TYf019,19,小出城跡,Toyama,新期SD01,TI,15.5,2.3,NA,TRUE,不明・不明瞭,KD_新期,NA,NA
2250,TYf022,22,小出城跡,Toyama,新期SD01,TI,13.9,2.5,NA,TRUE,不明・不明瞭,KD_新期,NA,NA
2251,TYf060,60,小出城跡,Toyama,新期SD01,RH,11.4,1.8,NA,TRUE,不明・不明瞭,KD_新期,NA,NA
2252,TYf068,68,小出城跡,Toyama,新期SD01,TI,8,1.6,NA,TRUE,不明・不明瞭,KD_新期,NA,NA
2253,TYf071,71,小出城跡,Toyama,新期SD01,RF,8.9,1.6,NA,TRUE,不明・不明瞭,KD_新期,NA,NA
2254,TYf072,72,小出城跡,Toyama,新期SD01,RH,13.7,2.1,NA,TRUE,不明・不明瞭,KD_新期,NA,NA
2255,TYf081,81,小出城跡,Toyama,古期SD01,TI,8.5,1.8,NA,TRUE,不明・不明瞭,KD_古期,NA,NA
2256,TYg284,284,井口城跡,Toyama,SK15,RF,7.6,1.6,富山県埋蔵文化財センター1990,TRUE,不明・不明瞭,IN_L15C,NA,NA
2257,TYg286,286,井口城跡,Toyama,SK15,RF,7.6,2,富山県埋蔵文化財センター1990,TRUE,不明・不明瞭,IN_L15C,NA,NA
2258,TYg288,288,井口城跡,Toyama,SK15,RF,7.7,2,富山県埋蔵文化財センター1990,TRUE,不明・不明瞭,IN_L15C,NA,NA
2259,TYg289,289,井口城跡,Toyama,SK15,RF,7.7,2.2,富山県埋蔵文化財センター1990,TRUE,不明・不明瞭,IN_L15C,NA,NA
2260,TYg290,290,井口城跡,Toyama,SK15,RF,7.9,2.1,富山県埋蔵文化財センター1990,TRUE,不明・不明瞭,IN_L15C,NA,NA
2261,TYg291,291,井口城跡,Toyama,SK15,RF,7.7,1.8,富山県埋蔵文化財センター1990,TRUE,不明・不明瞭,IN_L15C,NA,NA
2262,TYg292,292,井口城跡,Toyama,SK15,RF,8.3,1.9,富山県埋蔵文化財センター1990,TRUE,不明・不明瞭,IN_L15C,NA,NA
2263,TYg293,293,井口城跡,Toyama,SK15,RF,10.8,2.4,富山県埋蔵文化財センター1990,TRUE,不明・不明瞭,IN_L15C,NA,NA
2264,TYg294,294,井口城跡,Toyama,SK15,RF,10.8,2.5,富山県埋蔵文化財センター1990,TRUE,不明・不明瞭,IN_L15C,NA,NA
2265,TYg296,296,井口城跡,Toyama,SK15,RH,13.6,2.8,富山県埋蔵文化財センター1990,TRUE,不明・不明瞭,IN_L15C,NA,NA
2266,TYg297,297,井口城跡,Toyama,SK15,RH,13.8,2.8,富山県埋蔵文化財センター1990,TRUE,不明・不明瞭,IN_L15C,NA,NA
2267,TYg299,299,井口城跡,Toyama,SK15,RH,14,3.2,富山県埋蔵文化財センター1990,TRUE,不明・不明瞭,IN_L15C,NA,NA
2268,TYg300,300,井口城跡,Toyama,SK15,RH,14.4,3,富山県埋蔵文化財センター1990,TRUE,不明・不明瞭,IN_L15C,NA,NA
2269,TYg301,301,井口城跡,Toyama,SK15,RH,14.4,2.6,富山県埋蔵文化財センター1990,TRUE,不明・不明瞭,IN_L15C,NA,NA
2270,TYg302,302,井口城跡,Toyama,SK15,RH,14.4,2.8,富山県埋蔵文化財センター1990,TRUE,不明・不明瞭,IN_L15C,NA,NA
2271,TYg303,303,井口城跡,Toyama,SK15,RH,14.2,2.8,富山県埋蔵文化財センター1990,TRUE,不明・不明瞭,IN_L15C,NA,NA
2272,TYg305,305,井口城跡,Toyama,SK15,RH,14.4,2.8,富山県埋蔵文化財センター1990,TRUE,不明・不明瞭,IN_L15C,NA,NA
2273,TYg306,306,井口城跡,Toyama,SK15,RH,14.6,2.9,富山県埋蔵文化財センター1990,TRUE,不明・不明瞭,IN_L15C,NA,NA
2274,TYg307,307,井口城跡,Toyama,SK15,RH,14.8,3.2,富山県埋蔵文化財センター1990,TRUE,不明・不明瞭,IN_L15C,NA,NA
2275,TYg309,309,井口城跡,Toyama,SK15,RH,15.6,2.7,富山県埋蔵文化財センター1990,TRUE,不明・不明瞭,IN_L15C,NA,NA
2276,TYg311,311,井口城跡,Toyama,SK15,RH,17.8,3.2,富山県埋蔵文化財センター1990,TRUE,不明・不明瞭,IN_L15C,NA,NA
2277,TYg315,315,井口城跡,Toyama,SK15周辺,RF,7.8,1.8,富山県埋蔵文化財センター1990,TRUE,不明・不明瞭,IN_L15C,NA,NA
2278,TYg316,316,井口城跡,Toyama,SK15周辺,RF,10.3,2.5,富山県埋蔵文化財センター1990,TRUE,不明・不明瞭,IN_L15C,NA,NA
2279,TYg319,319,井口城跡,Toyama,SK15周辺,RH,14.7,3,富山県埋蔵文化財センター1990,TRUE,不明・不明瞭,IN_L15C,NA,NA
2280,TYg320,320,井口城跡,Toyama,SK15周辺,RH,14.8,3,富山県埋蔵文化財センター1990,TRUE,不明・不明瞭,IN_L15C,NA,NA
2281,TYg321,321,井口城跡,Toyama,SK15周辺,RH,14.8,2.6,富山県埋蔵文化財センター1990,TRUE,不明・不明瞭,IN_L15C,NA,NA
